OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2147267790,Sample-Routine,Water,,40792,0.501388889,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0006,Upper Klamath Lake at Eagle Ridge-KL0006,,,,,42.4219,-121.944,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832744090,,,Chlorophyll a,,44.5,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:07:08,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20110720:120000:SR:VT:002,Sample-Routine,Water,,40744,0.5,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892084247,,,Chlorophyll a,Unfiltered,152.6602969,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20110720%3A120000%3ASR%3AVT%3A002/results/892084247/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:36,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147232173,Sample-Routine,Water,,40763,0.465972222,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0005,Upper Klamath Lake at Mid Lake-KL0005,,,,,42.3689,-121.85,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833284992,,,Chlorophyll a,,10.9,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:22:03,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004:20110502:111500:SR:VT:002,Sample-Routine,Water,,40665,0.46875,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,,,,,42.32689,-121.919922,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082269,,,Chlorophyll a,Unfiltered,20.92189843,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0004%3A20110502%3A111500%3ASR%3AVT%3A002/results/892082269/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20110822:160800:SR:VT:002,Sample-Routine,Water,,40777,0.672222222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892085335,,,Chlorophyll a,Unfiltered,59.66264135,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20110822%3A160800%3ASR%3AVT%3A002/results/892085335/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:41,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2146998515,Sample-Routine,Water,,40680,0.560416667,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0007,Upper Klamath Lake at Shoalwater Bay-KL0007,,,,,42.4071,-121.964,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833479285,,,Chlorophyll a,,6.45,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:49:31,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147247513,Sample-Routine,Water,,40680,0.49375,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0005,Upper Klamath Lake at Mid Lake-KL0005,,,,,42.3689,-121.85,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833042377,,,Chlorophyll a,,3.44,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:47:58,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20110725:121000:SR:VT:002,Sample-Routine,Water,,40749,0.506944444,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892084558,,,Chlorophyll a,Unfiltered,38.90497375,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20110725%3A121000%3ASR%3AVT%3A002/results/892084558/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:37,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147009055,Sample-Routine,Water,,40819,0.4375,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0003,Upper Klamath Lake at North Buck Island-KL0003,,,,,42.3082,-121.857,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833141839,,,Chlorophyll a,,82.7,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:59:31,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147438813,Sample-Routine,Water,,40777,0.555555556,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0006,Upper Klamath Lake at Eagle Ridge-KL0006,,,,,42.4219,-121.944,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832617945,,,Chlorophyll a,,88.9,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-07T23:46:52,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20111003:095000:SR:VT:002,Sample-Routine,Water,,40819,0.409722222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086409,,,Chlorophyll a,Unfiltered,74.29865021,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20111003%3A095000%3ASR%3AVT%3A002/results/892086409/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:48,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008:20110502:140000:SR:VT:002,Sample-Routine,Water,,40665,0.583333333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,,,,,42.441361,-121.998833,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082278,,,Chlorophyll a,Unfiltered,21.10847758,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0008%3A20110502%3A140000%3ASR%3AVT%3A002/results/892082278/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:25,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147157667,Sample-Routine,Water,,40833,0.451388889,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0003,Upper Klamath Lake at North Buck Island-KL0003,,,,,42.3082,-121.857,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832590713,,,Chlorophyll a,,61.1,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-07T23:42:28,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0001:20111206:093000:SR:VT:002,Sample-Routine,Water,,40883,0.395833333,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0001,UPPER KLAMATH LAKE AT FREMONT BRIDGE,,,,,42.23861,-121.80588,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892087035,,,Chlorophyll a,Unfiltered,6.268876084,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0001%3A20111206%3A093000%3ASR%3AVT%3A002/results/892087035/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:52,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006:20110822:132000:SR:VT:002,Sample-Routine,Water,,40777,0.555555556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,,,,,42.422083,-121.943278,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892085362,,,Chlorophyll a,Unfiltered,78.6714587,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0006%3A20110822%3A132000%3ASR%3AVT%3A002/results/892085362/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:41,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147312112,Sample-Routine,Water,,40721,0.444444444,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0003,Upper Klamath Lake at North Buck Island-KL0003,,,,,42.3082,-121.857,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832896909,,,Chlorophyll a,,7.8,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:29:46,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20111003:144000:SR:VT:002,Sample-Routine,Water,,40819,0.611111111,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086346,,,Chlorophyll a,Unfiltered,41.71943702,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20111003%3A144000%3ASR%3AVT%3A002/results/892086346/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:48,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20110926:103500:SR:VT:002,Sample-Routine,Water,,40812,0.440972222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892086093,,,Chlorophyll a,Unfiltered,106.8933507,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20110926%3A103500%3ASR%3AVT%3A002/results/892086093/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:46,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008:20110808:123200:SR:VT:002,Sample-Routine,Water,,40763,0.522222222,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,,,,,42.441361,-121.998833,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892084959,,,Chlorophyll a,Unfiltered,7.131589282,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0008%3A20110808%3A123200%3ASR%3AVT%3A002/results/892084959/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:39,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147136372,Sample-Routine,Water,,40665,0.559027778,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0007,Upper Klamath Lake at Shoalwater Bay-KL0007,,,,,42.4071,-121.964,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833499001,,,Chlorophyll a,,21.5,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:51:59,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147238034,Sample-Routine,Water,,40819,0.454861111,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0004,Upper Klamath Lake at Wocus Bay-KL0004,,,,,42.3262,-121.921,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-833307773,,,Chlorophyll a,,82.3,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T01:25:06,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147420044,Sample-Routine,Water,,40680,0.420138889,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0002,Upper Klamath Lake at Pelican Marina-KL0002,,,,,42.2416,-121.823,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832997693,,,Chlorophyll a,,3.24,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-08T00:42:26,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2147159402,Sample-Routine,Water,,40680,0.638194444,PST,,,,Surface,,,,,,,,KTMP_UKL_2011,Klamath Tribes Monitoring Program_UKL_2011,,CEDEN-KL0011,Upper Klamath Lake at Agency North-KL0011,,,,,42.5604,-121.949,Water_Grab,CEDEN,Water_Grab,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-832584811,,,Chlorophyll a,,5.14,ug/L,,Final,,Actual,,,,,,,,,,1,,0,m,,,,,,,66,CEDEN,EPA 445.0,,,ARI,18264,,,,,,,2020-04-07T23:41:17,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009:20110720:143000:SR:VT:002,Sample-Routine,Water,,40744,0.604166667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,,,,,42.435722,-122.028194,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892084238,,,Chlorophyll a,Unfiltered,120.2050497,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0009%3A20110720%3A143000%3ASR%3AVT%3A002/results/892084238/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:35,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0011:20110613:150000:SR:VT:002,Sample-Routine,Water,,40707,0.625,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0011,AGENCY LAKE NORTH,,,,,42.560556,-121.947444,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892083438,,,Chlorophyll a,Unfiltered,18.09408567,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0011%3A20110613%3A150000%3ASR%3AVT%3A002/results/892083438/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:31,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003:20110517:105400:SR:VT:002,Sample-Routine,Water,,40680,0.454166667,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,,,,,42.308389,-121.856222,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082610,,,Chlorophyll a,Unfiltered,4.339296584,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0003%3A20110517%3A105400%3ASR%3AVT%3A002/results/892082610/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:27,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002:20110502:094500:SR:VT:002,Sample-Routine,Water,,40665,0.40625,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,,,,,42.241722,-121.822306,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082224,,,Chlorophyll a,Unfiltered,16.0782191,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0002%3A20110502%3A094500%3ASR%3AVT%3A002/results/892082224/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:25,STORET
KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005:20110502:115000:SR:VT:002,Sample-Routine,Water,,40665,0.493055556,PDT,,,,,,,,,,,,KT_UKL_WQ,Klamath Tribes Upper Klamath Lake Water Quality Data,,KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,,,,,42.369083,-121.848694,002,KLAMATHTRIBES_WQX,Grab,Water sample collected with Van Dorn Bottle and then sampled with a Churn Splitter,Vinyl Tube,STORET-892082260,,,Chlorophyll a,Unfiltered,20.82852299,ug/L,,Final,,Actual,,,,,,,,,,,,0,m,,,,,,,445,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,Sprague River Water Quality Lab,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KLAMATHTRIBES_WQX/activities/KLAMATHTRIBES_WQX-KL0005%3A20110502%3A115000%3ASR%3AVT%3A002/results/892082260/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-04-13T16:04:25,STORET
